locId,country,region,city,postalCode,latitude,longitude,metroCode,areaCode
704,US,NJ,Jersey City,7310,40.7291,-74.0386,501,201
706,US,OH,Findlay,45840,41.0221,-83.6789,547,419
707,US,MA,Danvers,1923,42.5767,-70.9549,506,978
708,US,CT,Branford,6405,41.2864,-72.7956,533,203
709,US,RI,Providence,2903,41.8195,-71.4107,521,401
710,US,MA,Waltham,2451,42.403,-71.259,506,781
711,US,MA,Middleton,1949,42.6025,-71.0119,506,978
712,US,MA,Chelsea,2150,42.3997,-71.0316,506,617
715,US,MA,Newburyport,1950,42.8135,-70.886,506,978
716,US,MA,Bedford,1730,42.4878,-71.2764,506,781
717,US,OR,North Bend,97459,43.4836,-124.1633,801,541
718,US,MA,Medway,2053,42.1556,-71.4268,506,508
719,US,NY,Bronx,10462,40.8424,-73.8556,501,718
720,US,MA,Woburn,1801,42.4897,-71.1595,506,781
721,US,NJ,Middletown,7748,40.3965,-74.1075,501,732
722,US,MA,Dedham,2026,42.2451,-71.184,506,781
723,US,MA,North Andover,1845,42.6723,-71.0837,506,978
724,US,NH,Laconia,3246,43.5645,-71.482,506,603
725,US,MA,Merrimac,1860,42.8374,-71.0121,506,978
726,US,NY,Syracuse,13214,43.0347,-76.0729,555,315
728,US,TX,Addison,75001,32.9603,-96.83,623,972
729,US,MA,Norwell,2061,42.1508,-70.8228,506,781
731,US,ME,Lewiston,4240,44.0845,-70.1696,500,207
735,US,MA,Burlington,1803,42.5051,-71.2047,506,781
736,US,MA,Belmont,2478,42.3959,-71.1787,506,617
737,US,OR,Beaverton,97006,45.5222,-122.8593,820,503
738,US,MA,Watertown,2472,42.3722,-71.1787,506,617
741,US,TX,Bowie,76230,33.5368,-97.9683,623,940
742,US,NJ,Morristown,7960,40.7684,-74.4942,501,973
743,US,DC,Washington,20024,38.8749,-77.0325,511,202
745,US,NY,Staten Island,10312,40.5453,-74.1786,501,718
746,US,PA,North Wales,19454,40.2216,-75.238,504,215
748,US,MI,Waterford,48328,42.6465,-83.3554,505,248
749,US,MI,Okemos,48864,42.7042,-84.4098,551,517
751,US,OH,Celina,45822,40.5345,-84.6289,542,419
752,US,IL,Chicago,60661,41.8825,-87.6441,602,312
753,US,MN,Shakopee,55379,44.7467,-93.5004,613,952
754,US,FL,Clearwater,33759,27.9839,-82.7181,539,727
755,US,NE,Omaha,68137,41.2079,-96.1183,652,402
756,US,NJ,Washington,7882,40.752,-75.0072,501,908
758,US,SC,Shaw A F B,29152,33.9753,-80.461,546,803
759,US,CA,Mountain View,94041,37.3885,-122.0741,807,650
760,US,AL,Fort Payne,35967,34.4018,-85.7095,691,256
761,US,NC,Sanford,27330,35.5153,-79.2007,560,919
762,US,TX,Irving,75039,32.8795,-96.9398,623,972
764,US,MI,Traverse City,49684,44.7805,-85.7289,540,231
765,US,NC,Hickory,28602,35.6767,-81.385,517,828
767,US,GA,Atlanta,30345,33.8477,-84.2814,524,404
769,US,MI,Albion,49224,42.2935,-84.7509,563,517
770,US,IN,South Bend,46634,41.6834,-86.25,588,574
772,US,WI,Sturtevant,53177,42.6981,-87.9389,617,262
773,US,IN,Logansport,46947,40.7924,-86.3798,527,574
774,US,CA,Perris,92570,33.7818,-117.3317,803,951
775,US,WA,Issaquah,98027,47.5013,-122.0065,819,425
776,US,KY,Morehead,40351,38.2075,-83.3989,541,606
777,US,MI,Saint Clair Shores,48080,42.4655,-82.9013,505,586
779,US,MI,Burton,48529,42.9757,-83.6628,513,810
781,US,MN,Crookston,56716,47.7528,-96.5563,724,218
782,US,GA,Warner Robins,31088,32.5814,-83.6286,503,478
783,US,VA,Vienna,22182,38.9348,-77.2672,511,703
785,US,TX,Friendswood,77546,29.5142,-95.1903,618,281
786,US,MN,Minneapolis,55441,45.0059,-93.4305,613,763
787,US,NY,Norwich,13815,42.5452,-75.5588,502,607
788,US,IA,Urbandale,50322,41.6327,-93.7374,679,515
789,US,WI,Omro,54963,44.0537,-88.7916,658,920
791,US,CA,Rosamond,93560,34.9286,-118.4052,803,661
792,US,IA,Perry,50220,41.8637,-94.1113,679,515
793,US,MN,Saint Paul,55113,45.0101,-93.1519,613,651
794,US,TX,Amarillo,79102,35.2006,-101.821,634,806
795,US,IN,Evansville,47715,37.9708,-87.4897,649,812
796,US,MI,Southfield,48034,42.4753,-83.2845,505,248
797,US,IL,Flora,62839,38.6712,-88.4973,581,618
798,US,MI,Auburn Hills,48326,42.6644,-83.2303,505,248
799,US,IL,Lisle,60532,41.787,-88.0833,602,630
800,US,IL,Naperville,60563,41.8032,-88.1341,602,630
801,US,IL,Batavia,60510,41.8392,-88.3612,602,630
802,US,IL,Normal,61761,40.5282,-88.9801,675,309
803,US,IL,Bloomington,61702,40.4842,-88.9937,675,309
804,US,IL,Morris,60450,41.3926,-88.4455,602,815
219635,CA,AB,Abee,,54.2333,-113.0167,0,0
11585,CA,QC,Varennes,j3x1s1,45.6833,-73.4333,0,0
11595,CA,QC,Dorval,h9p1j3,45.45,-73.75,0,0
11632,CA,QC,Montreal,h3a1b9,45.5,-73.5833,0,0
11633,CA,QC,Quebec,g1k7p4,46.8,-71.25,0,0
12986,CA,QC,Saint-laurent,h4m2m4,45.5167,-73.6667,0,0
